name,homepage,citations,hindex,i10index,affiliation,score
Zhizhong Li,https://scholar.google.com/citations?user=xbxhxukAAAAJ&hl=en,,,,,59.68
Lingjuan Lyu,https://scholar.google.com/citations?user=0Om30ZUAAAAJ&hl=en&oi=ao,,,,,148.40800000000002
Jing Xu,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Jiaao Yu,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Biwen Lei,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Zhuo Chen,https://scholar.google.com/citations?user=GOeExp0AAAAJ&hl=en,,,,,43.309
Chunchao Guo,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Jie Liang,https://scholar.google.com.hk/citations?user=ZZ4kQeMAAAAJ&hl=en,,,,,150.472
Lei Zhang,https://scholar.google.com.sg/citations?user=0Kg6Gi4AAAAJ&hl=en,,,,,77.119
Yi Dong,https://scholar.google.com/citations?user=zi7HZ-MAAAAJ&hl=en,,,,,28.318
Yuxi Wang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Zhiqi Shen,https://scholar.google.com/citations?user=EA2T_lwAAAAJ&hl=en,,,,,99.144
Peiran Ren,https://scholar.google.nl/citations?user=x5dEuxsAAAAJ&hl=en,,,,,57.663
Rynson W. H. Lau,https://scholar.google.com/citations?user=KilQqKYAAAAJ&hl=en,,,,,146.853
Mengwei Xie,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Xinran Liu,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Mu Xu,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Yu Guo,https://scholar.google.com/citations?user=kOf2We8AAAAJ&hl=en,,,,,56.76
Shengfeng He,https://scholar.google.com/citations?user=rBWnK8wAAAAJ&hl=en,,,,,97.1
Haonan An,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Yuguang Fang,https://scholar.google.com/citations?user=cs45mqMAAAAJ&hl=en,,,,,229.687
Chenxi Xie,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Shuai Li,https://scholar.google.com/citations?user=H8UOWqoAAAAJ&hl=en,,,,,207.421
Yuhui Wu,https://scholar.google.com/citations?user=bOQGfFIAAAAJ&hl=en,,,,,119.16
Zhenheng Yang,https://scholar.google.com.pk/citations?user=Ds5wwRoAAAAJ&hl=en,,,,,56.388
Huaibo Huang,https://scholar.google.com.my/citations?user=XMvLciUAAAAJ&hl=en,,,,,70.758
Haonan Wang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Haoyue Liu,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Xiang Bai,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Jiwen Liu,https://scholar.google.com/citations?user=TN8uDQoAAAAJ&hl=en,,,,,275.039
Haoxian Zhang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Xiaoqiang Liu,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Songlin Tang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Pengfei Wan,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Naifu Liang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Zhen Luo,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Ran Yi,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Zhaoyang Lyu,https://scholar.google.com/citations?user=gkXFhbwAAAAJ&hl=en,,,,,32.319
Lizhuang Ma,https://scholar.google.com.sg/citations?user=yd58y_0AAAAJ&hl=en,,,,,141.237
Jiangmiao Pang,https://scholar.google.com/citations?user=ssSfKpAAAAAJ&hl=en,,,,,118.475
Xun Huang,https://scholar.google.com/citations?user=7kTJvVAAAAAJ&hl=en,,,,,69.471
Zhengqi Li,https://scholar.google.com.my/citations?user=QLW0lzcAAAAJ&hl=en,,,,,54.028999999999996
Mingyuan Zhou,https://scholar.google.com.my/citations?user=LXwCIisAAAAJ&hl=en,,,,,126.734
Eli Shechtman,https://scholar.google.com/citations?user=B_FTboQAAAAJ&hl=en,,,,,216.0
Canyu Zhao,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Yanlong Sun,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Mingyu Liu,https://scholar.google.com/citations?user=y-f-MZgAAAAJ&hl=en,,,,,186.0
Tong He,https://scholar.google.com/citations?user=v6o-fksAAAAJ&hl=en,,,,,35.881
Chunhua Shen,https://scholar.google.com/citations?user=Ljk2BvIAAAAJ&hl=en,,,,,352.0
Zhengyang Geng,https://scholar.google.co.in/citations?user=lNkw3QYAAAAJ&hl=en,,,,,32.091
Xingjian Bai,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
J Zico Kolter,https://scholar.google.com/citations?user=UXh1I6UAAAAJ&hl=en,,,,,234.0
Kaiming He,https://scholar.google.co.in/citations?user=DhtAFkwAAAAJ&hl=en,,,,,202.0
Zhangyang Gao,https://scholar.google.co.id/citations?user=4SclT-QAAAAJ&hl=en,,,,,58.647999999999996
Cheng Tan,https://scholar.google.com.sg/citations?user=NUbYZ50AAAAJ&hl=en,,,,,43.255
Shiguang Shan,https://scholar.google.com/citations?user=Vkzd7MIAAAAJ&hl=en,,,,,264.094
Zixiang Zhao,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Haowen Bai,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Yukun Cui,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Lilun Deng,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Konrad Schindler,https://scholar.google.com/citations?user=FZuNgqIAAAAJ&hl=en,,,,,222.934
Tian Jin,https://scholar.google.com.tr/citations?user=4r-Njt0AAAAJ&hl=en,,,,,70.123
Guoren Wang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Xuanyu Zhang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Shijie Zhao,https://scholar.google.com/citations?user=a54qrooAAAAJ&hl=en,,,,,52.053
Yabin ZHANG,https://scholar.google.com/citations?user=p0GLwtoAAAAJ&hl=en,,,,,42.119
Junlin Li,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Li zhang,https://scholar.google.com/citations?user=noZFyGsAAAAJ&hl=en,,,,,220.85
Jian Zhang,https://scholar.google.com/citations?user=Z_CRrRwAAAAJ&hl=en,,,,,105.612
Kashyap Chitta,https://scholar.google.com.co/citations?user=vX5i2CcAAAAJ&hl=en,,,,,56.65
Shenyuan Gao,https://scholar.google.com/citations?user=hZtOnecAAAAJ&hl=en,,,,,24.25
Long Chen,https://scholar.google.com/citations?user=vicu3yEAAAAJ&hl=en,,,,,100.413
Yuqian Shao,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Xiaosong Jia,https://scholar.google.com/citations?user=JeFQwxUAAAAJ&hl=en,,,,,46.558
Xiangyu Yue,https://scholar.google.co.id/citations?user=-xQ-C1sAAAAJ&hl=en,,,,,91.118
