name,homepage,citations,hindex,i10index,affiliation,score
Lydia Y. Chen,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Ivan Skorokhodov,https://scholar.google.com/citations?user=21lY5uIAAAAJ&hl=en,,,,,55.334
Willi Menapace,https://scholar.google.com/citations?user=31ha1LgAAAAJ&hl=en,,,,,48.574
Igor Gilitschenski,https://scholar.google.com/citations?user=Nuw1Y4oAAAAJ&hl=de,,,,,84.0
Sergey Tulyakov,https://scholar.google.com/citations?user=mgzXR0sAAAAJ&hl=en,,,,,120.503
Aliaksandr Siarohin,https://scholar.google.com/citations?user=uMl5-k4AAAAJ&hl=en,,,,,69.01
Jing Wang,https://scholar.google.com.my/citations?user=aRiWP4MAAAAJ&hl=en,,,,,37.048
Ke Cao,https://scholar.google.co.in/citations?user=4JHJ23gAAAAJ&hl=en,,,,,73.916
Zhanjie Zhang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Wanyuan Pang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Xiaodan Liang,https://scholar.google.com.tr/citations?user=voxznZAAAAAJ&hl=en,,,,,246.937
Jiayi Ma,https://scholar.google.com/citations?user=73trMQkAAAAJ&hl=en,,,,,254.0
Guangcan Liu,https://scholar.google.com.my/citations?user=PaFLL10AAAAJ&hl=en,,,,,92.531
Rui Qin,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Jun-Hai Yong,https://scholar.google.com.co/citations?user=pBCA92wAAAAJ&hl=en,,,,,78.451
Nikhil Gandudi Suresh,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Yash Belhe,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Priyanka Nagasamudra,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Nicholas Antipa,https://scholar.google.com/citations?user=15xSd1gAAAAJ&hl=en,,,,,40.166
Lingkai Kong,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Tonghan Wang,https://scholar.google.com/citations?user=-AR1yc4AAAAJ&hl=en,,,,,38.212
Milind Tambe,https://scholar.google.com/citations?user=YOVZiJkAAAAJ&hl=en,,,,,247.65800000000002
Vivek Ramanujan,https://scholar.google.com/citations?user=yXFPyNMAAAAJ,,,,,30.977
Kushal Tirumala,https://scholar.google.com/citations?user=B8WLbLsAAAAJ&hl=en,,,,,37.53
Armen Aghajanyan,https://scholar.google.com.tr/citations?user=KxQfzRcAAAAJ&hl=en,,,,,55.249
Luke Zettlemoyer,https://scholar.google.co.in/citations?user=UjpbO6IAAAAJ&hl=en,,,,,332.0
Ali Farhadi,https://scholar.google.com/citations?user=jeOFRDsAAAAJ&hl=en&ref=www1.labellerr.com,,,,,248.0
Aleix Cambray,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Andrei Cristian Nica,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
David Barber,https://scholar.google.co.id/citations?user=Nej1FcgAAAAJ&hl=en,,,,,149.618
Justin Solomon,https://scholar.google.com/citations?user=ZBvfqsIAAAAJ&hl=en,,,,,53.179
Vincent Sitzmann,https://scholar.google.com.co/citations?user=X44QVV4AAAAJ&hl=en,,,,,82.087
Satpreet Harcharan Singh,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Kanaka Rajan,https://scholar.google.co.in/citations?user=IC6n33kAAAAJ&hl=en,,,,,49.946
Nikita Bukhal,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Jalal Naghiyev,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Ivan Koltsov,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Lyudmila Cheldieva,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Egor Urvanov,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Patrick Gallinari,https://scholar.google.com/citations?user=rFaxB20AAAAJ&hl=en,,,,,133.488
Sylvestre-Alvise Rebuffi,https://scholar.google.com.ar/citations?user=swP3h24AAAAJ&hl=en,,,,,49.518
Pierre Fernandez,https://scholar.google.com/citations?user=osCX1YQAAAAJ&hl=en,,,,,38.413
Hady Elsahar,https://scholar.google.com/citations?user=SbcM6bsAAAAJ&hl=en,,,,,53.611
Valeriu Lacatusu,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Tuan A. Tran,https://scholar.google.com/citations?user=sU49BQPNv30C&hl=en,,,,,62.893
Alexandre Mourachko,https://scholar.google.com/citations?user=OD9-erYAAAAJ&hl=en,,,,,26.599
Alain Oliviero Durmus,https://scholar.google.fr/citations?user=nqLKv6EAAAAJ&hl=en,,,,,84.748
Darin Tsui,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Aryan Musharaf,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Simone Carnemolla,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Sarinda Samarasinghe,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Giovanni Bellitto,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Simone Palazzo,https://scholar.google.com/citations?user=yJr6TqAAAAAJ,,,,,66.866
Daniela Giordano,https://scholar.google.com/citations?user=BR50mBUAAAAJ&hl=en,,,,,95.102
Concetto Spampinato,https://scholar.google.com/citations?user=Xc2rx8j4O7UC&hl=en,,,,,116.734
Yeonjoon Jung,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Eunhyeok Park,https://scholar.google.co.in/citations?user=pBr1GV4AAAAJ&hl=en,,,,,39.821
Michael Tschannen,https://scholar.google.com/citations?user=TSj_8nYAAAAJ&hl=en,,,,,90.763
Neelay Velingker,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Ser-Nam Lim,https://scholar.google.com/citations?user=HX0BfLYAAAAJ&hl=en,,,,,131.757
Mayur Naik,https://scholar.google.com/citations?user=fmsV6nEAAAAJ&hl=en,,,,,102.51
Zehan Wang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Ziang Zhang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Jialei Wang,https://scholar.google.com/citations?user=g3t0ihoAAAAJ&hl=en,,,,,58.074
Zhou Zhao,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Shuran Song,https://scholar.google.com/citations?user=5031vK4AAAAJ&hl=en,,,,,190.0
Lvmin Zhang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Shengqu Cai,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Muyang Li,https://scholar.google.com/citations?user=f_sApl4AAAAJ&hl=en,,,,,34.072
Gordon Wetzstein,https://scholar.google.com.my/citations?user=VOf45S0AAAAJ&hl=en,,,,,239.526
Maneesh Agrawala,https://scholar.google.com/citations?user=YPzKczYAAAAJ&hl=en,,,,,225.123
Sarthak Jain,https://scholar.google.com.ar/citations?user=ng6th5cAAAAJ&hl=en,,,,,36.666
Samuel C. Curran,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Alexander M. Hoffnagle,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Michael Martyn,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Stephen Nayfach,https://scholar.google.com/citations?user=gmKnjNQAAAAJ&hl=en,,,,,77.7
Jeffrey A. Ruffolo,https://scholar.google.com/citations?user=YOOIYogAAAAJ&hl=en,,,,,36.528
Jiatao Gu,https://scholar.google.com/citations?user=cB1mFBsAAAAJ&hl=en,,,,,130.798
David Berthelot,https://scholar.google.com/citations?user=46--eogAAAAJ&hl=en,,,,,56.817
Huangjie Zheng,https://scholar.google.com/citations?user=Vl5wCXsAAAAJ&hl=en,,,,,49.194
Ruixiang ZHANG,https://scholar.google.com/citations?user=VQYdApgAAAAJ&hl=en,,,,,32.964
Laurent Dinh,https://scholar.google.com/citations?user=h7OHSkoAAAAJ&hl=en,,,,,58.328
Miguel Ángel Bautista,https://scholar.google.com/citations?user=ZrRs-qoAAAAJ&hl=en,,,,,59.662
Joshua M. Susskind,https://scholar.google.com/citations?user=Sv2TGqsAAAAJ&hl=en,,,,,96.547
Shuangfei Zhai,https://scholar.google.com.my/citations?user=G6vdBYsAAAAJ&hl=en,,,,,66.67699999999999
Xiangqi Wang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Yue Huang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Xiangliang Zhang,https://scholar.google.com.hk/citations?user=BhRJe4wAAAAJ&hl=en,,,,,164.56
Huiyang Shao,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Xuefeng Xiao,https://scholar.google.com/citations?user=CVkM9TQAAAAJ&hl=en,,,,,65.813
Andrew Liu,https://scholar.google.com/citations?user=tZprM8IAAAAJ&hl=en,,,,,14.854
Nathan Russell,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Gurinder S. Atwal,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Yih-En Andrew Ban,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Weiqing He,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Xiang Li,https://scholar.google.com/citations?user=MjkwwiQAAAAJ&hl=en,,,,,124.741
Tianqi Shang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Li Shen,https://scholar.google.com/citations?user=yVhgENIAAAAJ&hl=en&oi=ao,,,,,123.372
Weijie J Su,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Santiago Zazo,https://scholar.google.com/citations?user=kNhqGMwAAAAJ&hl=en,,,,,61.434
Isabel Valera,https://scholar.google.co.in/citations?user=cpdQqpsAAAAJ&hl=en,,,,,70.928
Zhengyi Wang,https://scholar.google.com/citations?user=dtuPuRQAAAAJ&hl=en,,,,,37.96
Ruowen Zhao,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Shenghao Xie,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Jun Zhu,https://scholar.google.com/citations?user=f8XXYioAAAAJ&hl=en,,,,,48.301
Tianqi Chen,https://scholar.google.co.in/citations?user=7nlvOMQAAAAJ&hl=de,,,,,90.0
Beidi Chen,https://scholar.google.com/citations?user=jCNJhFcAAAAJ&hl=en,,,,,78.602
Naga Sai Abhiram kusumba,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Chitta Baral,https://scholar.google.com.sg/citations?user=9Yd716IAAAAJ&hl=en,,,,,140.602
Yezhou Yang,https://scholar.google.com/citations?user=k2suuZgAAAAJ&hl=en,,,,,94.127
Yinjie Wang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Ling Yang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Tuan Le,https://scholar.google.com/citations?user=UhMpykQAAAAJ&hl=en,,,,,86.268
Djork-Arné Clevert,https://scholar.google.cl/citations?user=id2clmMAAAAJ&hl=en,,,,,94.735
Jeongsol Kim,https://scholar.google.com/citations?user=ZaVNwcQAAAAJ&hl=en,,,,,26.373
Jong Chul Ye,https://scholar.google.com/citations?user=HNMjoNEAAAAJ&hl=en,,,,,220.853
Teodora Reu,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Sixtine Dromigny,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Francisco Vargas,https://scholar.google.com/citations?user=Jq_8e-wAAAAJ&hl=en,,,,,63.601
Spyros Gidaris,https://scholar.google.com/citations?user=7atfg7EAAAAJ&hl=en,,,,,57.434
Nikos Komodakis,https://scholar.google.com/citations?user=xCPoT4EAAAAJ&hl=en,,,,,150.176
Zhaoyang Wang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Haonian Ji,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Shi Qiu,https://scholar.google.com/citations?user=ThTNNXsAAAAJ&hl=en,,,,,44.056
Kexin Geng,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Zhongkai Xue,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Yiyang Zhou,https://scholar.google.com.my/citations?user=6KltFMAAAAAJ&hl=en,,,,,39.39
Mingyu Ding,https://scholar.google.com/citations?user=w4yTWwoAAAAJ&hl=en,,,,,85.059
Huaxiu Yao,https://scholar.google.com.my/citations?user=A20BZnQAAAAJ&hl=en,,,,,123.15899999999999
Huacan Wang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Shuo Lu,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Jiaye Lin,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Kai He,https://scholar.google.com/citations?user=rmrO1sQAAAAJ&hl=en,,,,,87.788
Jacob Munkberg,https://scholar.google.com/citations?user=ELzudd8AAAAJ&hl=en,,,,,59.585
Jon Hasselgren,https://scholar.google.cl/citations?user=0SQc9YgAAAAJ&hl=en,,,,,70.624
Nandita Vijaykumar,https://scholar.google.com.my/citations?user=y7erynoAAAAJ&hl=en,,,,,55.597
Alexander Keller,https://scholar.google.com.sg/citations?user=RSmdZ3kAAAAJ&hl=en,,,,,106.124
Sanja Fidler,https://scholar.google.com/citations?user=CUlqK5EAAAAJ&hl=en,,,,,270.0
Zan Gojcic,https://scholar.google.com/citations?user=8KsqL4gAAAAJ&hl=en,,,,,59.287
Zian Wang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Xiaomin Li,https://scholar.google.com/citations?user=vGQQOigAAAAJ&hl=en,,,,,36.583
Zhiwei Zhang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Narayanan Sadagopan,https://scholar.google.com.tr/citations?user=Qw1vm-oAAAAJ&hl=en,,,,,43.098
Ye Shi,https://scholar.google.com/citations?user=icBD_SMAAAAJ&hl=en,,,,,78.44200000000001
Lingxiao Yang,https://scholar.google.com/citations?user=jUDQ8OUAAAAJ&hl=en,,,,,49.49
Jingya Wang,https://scholar.google.com/citations?user=p68B-CMAAAAJ&hl=en,,,,,105.298
Kyle Richardson,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Steeve Laquitaine,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Ge Wu,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Shen Zhang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Ruijing Shi,https://scholar.google.com/citations?user=9NmdkmwAAAAJ&hl=en,,,,,53.835
Shanghua Gao,https://scholar.google.com/citations?user=zW32dXsAAAAJ&hl=en,,,,,54.135
Lei Wang,https://scholar.google.com/citations?user=qQWwLjUAAAAJ&hl=en,,,,,102.428
Hongcheng Gao,https://scholar.google.com/citations?user=pF5p7_IAAAAJ&hl=en,,,,,53.92
Yao Tang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
jian Yang,https://scholar.google.com/citations?user=aLuqQs8AAAAJ&hl=en,,,,,296.0
Ming-Ming Cheng,https://scholar.google.com/citations?user=huWpVyEAAAAJ&hl=en,,,,,278.0
Zachary E Ross,https://scholar.google.com.co/citations?user=TkptHQIAAAAJ&hl=en,,,,,91.806
Domniki Asimaki,https://scholar.google.com/citations?user=o5_Mbh8AAAAJ&hl=en,,,,,67.627
Kamyar Azizzadenesheli,https://scholar.google.com/citations?user=Odek140AAAAJ&hl=en,,,,,127.176
Zekai Zhang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Molei Tao,https://scholar.google.com/citations?user=r4V8UdYAAAAJ&hl=en,,,,,54.437
Qing Qu,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Xinyu Feng,https://scholar.google.com/citations?user=SuTEZ6EAAAAJ&hl=en,,,,,52.247
Zeyu Zhang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Yizeng Han,https://scholar.google.com/citations?user=25mubAsAAAAJ&hl=en,,,,,56.475
Jiasheng Tang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Jichao Wu,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Jiahao He,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Gholamreza Haffari,https://scholar.google.com/citations?user=Perjx5EAAAAJ&hl=en,,,,,130.747
Shuhai Zhang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
ZiHao Lian,https://scholar.google.com/citations?user=9NmdkmwAAAAJ&hl=en,,,,,53.835
Daiyuan Li,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Feng Liu,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Mingkui Tan,https://scholar.google.com/citations?user=EVsoTGkAAAAJ&hl=en,,,,,156.172
Dongwoo Kim,https://scholar.google.com/citations?user=BycdSYYAAAAJ&hl=en,,,,,84.881
Shuyang Xu,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Zhiyang Dou,https://scholar.google.com/citations?user=SLRYlKsAAAAJ&hl=en,,,,,48.523
Liang Pan,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Jingbo Wang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Yuan Liu,https://scholar.google.com.mx/citations?user=6G30WxwAAAAJ&hl=en,,,,,62.748999999999995
Cheng Lin,https://scholar.google.com/citations?user=KAL4c2cAAAAJ,,,,,53.794
Yuexin Ma,https://scholar.google.com/citations?user=DIsP7rUAAAAJ&hl=en,,,,,90.42699999999999
Wenping Wang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Taku Komura,https://scholar.google.com/citations?user=TApLOhkAAAAJ&hl=en,,,,,127.419
Nicholas Jiang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Alexei A Efros,https://scholar.google.com/citations?user=d97bGd8AAAAJ,,,,,280.0
Yossi Gandelsman,https://scholar.google.com/citations?user=71L4yYMAAAAJ&hl=en,,,,,40.686
Sherry Yang,https://scholar.google.com.my/citations?user=7c1B_fIAAAAJ&hl=en,,,,,70.91499999999999
Yilong Zhao,https://scholar.google.com/citations?user=xpY4dywAAAAJ,,,,,22.185
Yujun Lin,https://scholar.google.com/citations?user=V64dmUAAAAAJ&hl=en,,,,,66.41499999999999
Xiuyu Li,https://scholar.google.co.in/citations?user=Kq0feJIAAAAJ&hl=en,,,,,45.244
Kelly Peng,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Jianfei Chen,https://scholar.google.com/citations?user=EO2PG-8AAAAJ&hl=en,,,,,134.199
Kurt Keutzer,https://scholar.google.com/citations?user=ID9QePIAAAAJ&hl=en,,,,,296.0
Ion Stoica,https://scholar.google.com/citations?user=vN-is70AAAAJ&hl=en,,,,,406.0
Yusuke Kato,https://scholar.google.com/citations?user=Y4i8JWMAAAAJ&hl=en,,,,,53.188
Kazuki Kozuka,https://scholar.google.com/citations?user=_Fq6uvQAAAAJ&hl=en,,,,,42.121
Jason Kuen,https://scholar.google.com/citations?user=e6u7GlQAAAAJ&hl=en,,,,,63.888999999999996
Zhe Lin,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Kai-Wei Chang,https://scholar.google.com/citations?user=fqDBtzYAAAAJ&hl=en,,,,,224.0
Jindong Gu,https://scholar.google.com/citations?user=mj3ff80AAAAJ&hl=en,,,,,83.473
Philip Torr,https://scholar.google.com/citations?user=kPxa2w0AAAAJ&hl=en&oi=sra,,,,,354.0
Dongzhan Zhou,https://scholar.google.com/citations?user=Ox6SxpoAAAAJ&hl=en,,,,,46.304
Wenda Li,https://scholar.google.com/citations?user=ufYxQkEAAAAJ&hl=en,,,,,38.329
Federico Raue,https://scholar.google.co.id/citations?user=Jx9-sU0AAAAJ&hl=en,,,,,34.462
Andreas Dengel,https://scholar.google.com/citations?user=p3YP0DMAAAAJ&hl=en,,,,,168.018
Bor-Jiun Lin,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Junfeng Wu,https://scholar.google.com/citations?user=tfkculkAAAAJ&hl=en,,,,,69.428
Jihan Yang,https://scholar.google.com/citations?user=zWfNZnIAAAAJ&hl=en,,,,,40.843
Zehuan Yuan,https://scholar.google.com/citations?user=FqMOHnEAAAAJ&hl=en,,,,,98.987
BINGYUE PENG,https://scholar.google.com/citations?user=2IMt9XsAAAAJ&hl=en,,,,,26.486
XIAOJUAN QI,https://scholar.google.com.my/citations?user=bGn0uacAAAAJ&hl=en,,,,,193.365
Michael Poli,https://scholar.google.com.co/citations?user=RgIBwboAAAAJ&hl=en,,,,,48.19
Manling Li,https://scholar.google.com.tr/citations?user=6U4SXnUAAAAJ&hl=en,,,,,70.009
Agrim Gupta,https://scholar.google.com/citations?user=AxzVaI8AAAAJ&hl=en,,,,,49.948
Stefano Massaroli,https://scholar.google.com/citations?user=IwCfl4UAAAAJ&hl=en,,,,,40.672
Azalia Mirhoseini,https://scholar.google.com/citations?user=I1nZzWsAAAAJ&hl=en,,,,,104.288
Juan Carlos Niebles,https://scholar.google.com/citations?user=hqNhUCYAAAAJ&hl=en,,,,,181.196
Stefano Ermon,https://scholar.google.com/citations?user=ogXTOZ4AAAAJ&hl=en,,,,,280.0
Li Fei-Fei,https://scholar.google.com.ar/citations?user=rDfyQnIAAAAJ&hl=en,,,,,400.0
Danfei Xu,https://scholar.google.com.tw/citations?user=J5D4kcoAAAAJ&hl=en,,,,,99.722
Ruoxin Chen,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Junwei Xi,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Zhiyuan Yan,https://scholar.google.com.co/citations?user=ob-dm5AAAAAJ&hl=en,,,,,40.133
Jingyi Xie,https://scholar.google.com/citations?user=DZYPj3sAAAAJ&hl=en,,,,,26.586
Lei Xu,https://scholar.google.com/citations?user=Bpg1ru0AAAAJ&hl=en,,,,,51.594
Taiping Yao,https://scholar.google.com/citations?user=qkpaPuAAAAAJ&hl=en,,,,,70.903
Shouhong Ding,https://scholar.google.co.in/citations?user=OGf40fkAAAAJ&hl=en,,,,,117.499
Jonathan Kao,https://scholar.google.com/citations?user=9Pu0NtAAAAAJ&hl=en,,,,,69.05199999999999
Kunyu Peng,https://scholar.google.com/citations?user=pA9c0YsAAAAJ&hl=en,,,,,48.258
Kailun Yang,https://scholar.google.com/citations?user=pKFqWhgAAAAJ&hl=en,,,,,99.932
Chongqing Hao,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Rainer Stiefelhagen,https://scholar.google.com/citations?user=SFCOJxMAAAAJ&hl=en,,,,,197.914
Kai Liu,https://scholar.google.com/citations?user=26jw6VgAAAAJ&hl=en,,,,,137.235
Jungang Li,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Yuchong Sun,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Shengqiong Wu,https://scholar.google.com/citations?user=RJJLKR0AAAAJ&hl=en,,,,,67.243
jianzhang gao,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Daoan Zhang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Wei Zhang,https://scholar.google.com/citations?user=0eQKUOkAAAAJ&hl=en,,,,,57.367
Geng Zhan,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Jiayi Ji,https://scholar.google.com/citations?user=xp_rICcAAAAJ&hl=en,,,,,52.868
Liang Zheng,https://scholar.google.com.my/citations?user=vNHqr3oAAAAJ&hl=en,,,,,175.914
Shuicheng YAN,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Tat-Seng Chua,https://scholar.google.com/citations?user=3kz6GDEAAAAJ&hl=en,,,,,346.0
Pinar Yanardag,https://scholar.google.com/citations?user=qzczdd8AAAAJ&hl=en,,,,,32.903999999999996
Jiaru Zou,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Jingrui He,https://scholar.google.com.ec/citations?user=hXpZynkAAAAJ&hl=en,,,,,104.709
Masha Itkina,https://scholar.google.com/citations?user=JAmTk5gAAAAJ&hl=en,,,,,36.787
Florian Shkurti,https://scholar.google.com.co/citations?user=BDmtLHsAAAAJ&hl=en,,,,,65.975
Fuyuan Shi,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Chao Tan,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Zhaoxiang Liu,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Kai Wang,https://scholar.google.com/citations?user=J_veo1sAAAAJ&hl=en,,,,,226.0
Shiguo Lian,https://scholar.google.com.co/citations?user=kCC2oKwAAAAJ&hl=en,,,,,106.938
Hongjin Qian,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Zheng Liu,https://scholar.google.com/citations?user=tej8f-4AAAAJ&hl=en,,,,,340.0
Zhaoxi Chen,https://scholar.google.com.pk/citations?user=HsV0WbwAAAAJ&hl=en,,,,,42.784
Ziwei Liu,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Hang Zhou,https://scholar.google.com/citations?user=HkELSAoAAAAJ&hl=en,,,,,83.79
Jianmin Wang,https://scholar.google.com.br/citations?user=nFNpT_AAAAAJ&hl=en,,,,,131.056
Mingsheng Long,https://scholar.google.com/citations?user=_MjXpXkAAAAJ&hl=en,,,,,228.0
Jinlai Liu,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Bin Yan,https://scholar.google.com/citations?user=xB8Izl8AAAAJ&hl=en,,,,,120.007
Hao Zhang,https://scholar.google.com/citations?user=H1d4BS8AAAAJ&hl=en,,,,,118.44800000000001
Narendra Ahuja,https://scholar.google.com/citations?user=dY7OSl0AAAAJ&hl=en,,,,,231.522
Varun Jampani,https://scholar.google.com.co/citations?user=1Cv6Sf4AAAAJ&hl=en,,,,,148.427
Shengyu Huang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Iro Armeni,https://scholar.google.com/citations?user=m2oTZkIAAAAJ&hl=en&oi=ao,,,,,42.798
Zirui Wang,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
James Matthew Rehg,https://scholar.google.com.co/citations?user=8kA3eDwAAAAJ&hl=en,,,,,237.242
Zhenyuan Qin,https://scholar.google.com/citations?user=8973V0wAAAAJ&hl=en,,,,,56.478
Henghui Ding,https://scholar.google.com/citations?user=WI_flSwAAAAJ&hl=en,,,,,110.883
